id,artist_name,album_name,year,title,number,text,language,genre,mood_pred,score
9887,Lalah Hathaway,Outrun The Sky,2004,"Forever, For Always, For Love",0,"I sing this song to remind myself
There was a time when I didn't have no one
Didn't have no love
Do you remember
The love that we once had
Well if I had the chance to love you again I would
Make your heart forget
I was ever there, oh no
If we forget the past I know this time love will last
Forever, For Always, For Love, Yeah
I'm not coming home anymore
Does it matter ?
Well if I had the chance to hold you again
I would fill your heart with joy
Make you remember
I'm the only one for you, yes I would
Let's throw the bad memories out
And make this the first day
Forever, For Always, For Love
I'd be a Fool... To... Ever... Change
If she says she Loves... The... Way... I... Am
(x2)
It's gonna be
Starting Here, Starting Now, yeah yeah yeah
Forever, For Always, For Love (x5)",en,RB,joy,0.998473465
9890,Lisa Marie Presley,To Whom It May Concern,2003,S.O.B,1,"You said I seem so grim and
You said it just wasn't when it fell down on me there
Darling do you forgive me ?
I went out on a limb
Cause I needed to be
Near the fireflies flying high above me
Then I hit the sky and it fell down on me
You said it wasn't sharp but I cut my finger
You said it just wouldn't burn and I scarred my face
You know I bite my nails, my skin and my fingers
And I've heard that's my liver, my nerves and my brain
I said I just like to bite on my fuckin fingers
Do you have another intelligent answer for me today ?
You said it wasn't sharp but I cut my finger
You said it just wouldn't burn and I scarred my face
You said it just wasn't ? When it fell down on me
Well, I'm just a son of a bitch no matter what you say
I lost my trust in you
You were dangerous and scary
And you poisoned me with the fruits everyone was intrigued by
And I finally got buried
You said I won't forget and I don't remember and
You said I'm something I'm not and I fell on my face
You said I wouldn't rot but worms are crawling on me
I'm just a son of a bitch no matter what you say
I'm just a son of a bitch no matter what you say",en,Rock,joy,0.999415278
9901,Hot Hot Heat,Elevator,2005,Middle Of Nowhere,10,"Don't get mad if I'm laughing
Blame the caffeine for all the 5 am phone calls
I haven't slept a single night in over a month
And not even once did you start to make sense to me
Well maybe I'm a little bit slow, or just consistently inconsistent
She said, ""Unpredictability's my responsibility, baby. ""
But you're waiting at the door where everybody's hanging out just like they hung out before
You didn't have to do it but you did it to say
That you didn't have to do it but you would anyway
To give you something to go on when I go off back to the middle of nowhere
To give you something to go on when I go off back to the middle of nowhere
They chewed me up and then they spit me out
And I'm not supposed to let it bother me
But maybe I'm a little bit weak - I let my frailty take the wheel
She said, ""Maybe there's a bit of me waiting for a bit of you, baby. ""
But you're waiting at the door where everybody's hanging out just like they hung out before
You didn't have to do it but you did it to say
That you didn't have to do it but you would anyway
To give you something to go on when I go off back to the middle of nowhere
To give you something to go on when I go off back to the middle of nowhere
But you're waiting at the door where everybody's hanging out just like they hung out before
You didn't have to do it but you did it to say
That you didn't have to do it but you would anyway
To give you something to go on when I go off back to the middle of nowhere
To give you something to go on when I go off back to the middle of nowhere
To give you something to go on - to go on back to the middle of nowhere",en,Rock,anger,0.988570631
9918,Rick Astley,Whenever You Need Somebody,1987,Never Gonna Give You Up,1,"Never Gonna Give You Up
We're no strangers to love
You know the rules and so do I
A full commitment's what I'm thinking of
You wouldn't get this from any other guy
I just wanna tell you how I'm feeling
Gotta make you understand
(Chorus:)Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you
We've know each other for so long
Your heart's been aching
But you're too shy to say it
Inside we both know what's been going on
We know the game and we're gonna play it
And if you ask me how I'm feeling
Don't tell me you're too blind to see
(Chorus)
Never gonna tell a lie and hurt you
Give you up. give you up
Never gonna give, never gonna give
Give you up
Never gonna give, never gonna give
Give you up
We've know each other for so long
Your heart's been aching
But you're too shy to say it
Inside we both know what's been going on
We know the game and we're gonna play it
I just wanna tell you how I'm feeling
Gotta make you understand
(Chorus)
Never gonna tell a lie and hurt you (x2)",en,Pop,sadness,0.995169222
9928,The Psychedelic Furs,Talk Talk Talk,1981,Pretty In Pink,0,"Caroline laughs and it's raining all day
She loves to be one of the girls
She lives in the place in the side of our lives
Where nothing is ever put straight
She turns herself round and she smiles and she says
'This is it, that's the end of the joke'
And loses herself in her dreaming and sleep
And her lovers walk through in their clothes
[Chorus]
She's pretty in pink
Isn't she
Pretty in pink
Isn't she
All of her lovers all talk of her notes
And the flowers that they never sent
And wasn't she easy
And isn't she pretty in pink
The one who insists he was first in the line
Is the last to remember her name
She's walking around
In this dress that she wore
She is gone
But the joke's the same
[Chorus]
Caroline talks to you softly sometimes
She says 'I love you' and 'Too much'
She doesn't have anything you want to steal
Well, nothing you can touch
She waves
She unbuttons your shirt
The traffic is waiting outside
She hands you her coat
She gives you her clothes
These cars collide
[Chorus]",en,Rock,love,0.662625909
9939,Burning Spear,Marcus Garvey,1990,Marcus Garvey,1,"Marcus Garvey's words come to pass,
Marcus Garvey's words come to pass,
Can't get no food to eat,
Can't get no money to spend,
Wo-oo-oo
Can't get no food to eat,
Can't get no money to spend,
Woo-oo-oo
Come, little one and let me do what I can do for you
And you and you alone
Come, little one, wo-oo-oo
Let me do what I can do for you and you alone, woo-oo-oo
You know the right
And do heed might
Shall be spanked with many stripes,
Weeping and wailing and moaning,
You've got yourself to blame, I tell you.
Do right do right do right do right do right, Tell you to do right,
Woo-oo-oo
Beg you to do right,
Woo-oo-oo
Where is bag of wire, he's nowhere to be found
He can't be found
First betrayer who gave away Marcus Garvey
Son of Satan, First prophesy,
Catch them, Garvey old
Catch them Garvey, catch them...
Woo-oo-oo
Hold them Marcus, hold them...
Woo-oo-oo
Marcus Garvey, Marcus...
Woo-oo-oo",en,Reggae,anger,0.919402659
9954,Josh Kelley,Almost Honest,2005,Almost Honest,,"She was easy
And so was I
I got your message
But I didn't hear the ringing bell
My reflection
In the window when I ride
Could not save us
But I swear to God I tried
So in the meantime
You'll be resting on my mind
For the last time
I will leave myself behind
In the evening
Raise a glass and tell some lies
Make a pass, impress another girl,
She was easy on the eyes
She was easy
And so was I
My reflection
In the window when I ride for Chicago
She is on the other side
Take a picture
Write a letter to my love
Well I was almost honest
I was almost honest
Been a long time
Since I've lay with you in bed
Conversations, full of words you never said
I got your message
But I didn't hear the ringing bell
I gave into the loneliness
But I didn't give them nothing else
Which direction
Down this highway that I ride to Atlanta
She is on the other side
Take a picture
Write a letter to my love
I was almost honest
Well, I was almost honest
Yeah, Oh oh oh Hmmmmm
My reflection
In the window when I ride
Could not save us
But I swear to God I tried
Take a picture
Write a letter to my love
I was almost honest
But I was almost honest
Cause I was almost honest",en,Pop,anger,0.82437259
9962,Cheech & Chong,Cheech & Chong's Wedding Album,1974,Earache My Eye,0,"My mamma talkin' to me, tryin' to tell me how to live
But I don't listen to her cause my head is like a sieve
My daddy, he disowned me cause I wear my sister's clothes
He caught me in the bathroom in a pair of pantyhose
My basketball coach, he done kicked me off the team,
For wearing high heeled sneakers and acting like a queen
The world's comin to an end, I don't even care !
As long as I can have a limo and my orange hair
And it don't bother me if people think I'm funny,
Cause I'm a big rock star and I'm making lots of money
Money(x6)
Hahahaha !
I'm so bloody rich ! Haha !
I own apartment buildings and shopping centers ! Ahh Haha ha... . .
I only know three chords, Hahaha ha ha... ... .
Watch me burn... . . You fools !  !  !  ! Hahahahaha !  !  !  !  !",en,Rap,joy,0.948226631
9968,Daniel Powter,Daniel Powter,2005,Love You Lately,,"You packed your last two bags.
A taxi's 'round the bend.
You used to laugh out loud,
But you can't remember when.
You lost your lies.
It's like your moving out of time,
And the whole word crumbles right beneath you.
So, I might've made a few mistakes,
But that was back when you would smile,
And we would go everywhere,
But we ain't been there for awhile.
And this I know,
There's a place that we can go-
A place where I can finally let you know.
'Cause I'm the one that loves you lately.
You and me, we got this great thing.
We're the only one's that around,
We're the only one's that around this Babylon.
I hope you find whatever you've been lookin' for.
Just remember where you're from and who you are,
'Cause there's a thousand lights that'll make you feel brand new,
But if you ever lose your way, I'll leave one on for you.
'Cause I'm the one that loves you lately.
You and me, we got this great thing.
So, come back and you sit down. Relax.
Everything's to see that you've come a long, long way,
And it's the place that you should be.
'Cause I'm the one that loves you lately.
You and me, we got this great thing.
'Cause I'm the one that loves you lately.
You and me, we got this great thing.
And we're the only one's that around,
We're the only one's that around this Babylon.",en,Rock,joy,0.999886513
9973,The Doobie Brothers,The Captain And Me,1973,Long Train Runnin',0,"Down around the corner
A half a mile from here
You can see them long trains run
And you watch them disappear
Without love
Where would you be now
Without love
You know I saw miss lucy
Down along the tracks
She lost her home and her family
And she won't be comin' back
Without love
Where would you be right now
Without love
Well the illinois central
And the southern central freight
Gotta keep on pushin' mama
'cause you know they're runnin' late
Without love
Where would you be now - now, now, now
Without love
Well the illinois central
And the southern central freight
Gotta keep on pushin' mama
'cause you know they're runnin' late
Without love
Where would you be now
Without love
Well the pistons keep on churnin'
And the wheels go 'round and 'round
And the steel rails are cold and hard
For the miles that they go down
Without love
Where would you be right now
Without love
Where would you be now
Ohh, You gotta get it baby baby
Won't you move it down
Won't you move it down
Baby, Baby, Baby, Baby
Won't you move it down
When the big train run
With the train a movin' on
Gotta keep on Movin'
Gotta keep on movin'",en,Pop,anger,0.999697924
9981,Rush,Caress Of Steel,1975,Bastille Day,1,"There's no bread, let them eat cake
There's no end to what they'll take
Flaunt the fruits of noble birth
Wash the salt into the earth
But they're marching to Bastille Day
La guillotine will claim her bloody prize
Free the dungeons of the innocent
The king will kneel and let his kingdom rise
Bloodstained velvet, dirty lace
Naked fear on every face
See them bow their heads to die
As we would bow as they rode by
And we're marching to Bastille Day
La guillotine will claim her bloody prize
Sing, oh choirs of cacophony
The king has kneeled, to let his kingdom rise
Lessons taught but never learned
All around us anger burns
Guide the future by the past
Long ago the mould was cast
For they marched up to Bastille Day
La guillotine claimed her bloody prize
Hear the echoes of the centuries
Power isn't all that money buys",en,Alternative,sadness,0.999781191
9995,Amy Grant,Simple Things,2003,I Don't Know Why,6,"This is one of those moments
When all that really matters
Is crystal clear
We are woven together
By whatever threads of life that have
Brought us here
We are stripped of all our layers
We are getting to the core
Tell me something real
And nothing more
[Chorus] :
'Cuz I don't know why
I don't know how
I don't know where
Baby all I know is love
So I'm here between the bookends
Of everything that was and What will be
There's a wealth of every nation
Not so many answers
It seems to me
So I face the unfamiliar
And nothing's clear
Only blinding faith can carry me can carry me from here
[Chorus]
Hold my hand and hold this moment
Time sure feels precious don't it
Life is always changing
This I know
[Chorus]
Baby all I know is now",en,Pop,joy,0.999905944
10014,Connie Francis,Best Of Connie Francis,2004,Vacation,0,"V-A-C-A-T-I-O-N in the summer sun
Put away the books, we're out of school
The weather's warm but we'll play it cool
We're on vacation, havin' lots of fun
V-A-C-A-T-I-O-N in the summer sun
We're gonna grab a bite at the pizza stand
Write love letters in the sand
We're on vacation and the world is ours
V-A-C-A-T-I-O-N under summer stars
Verse
Yeah, we'll hop in a jalopy to a drive-in movie and never look at the show
We're gonna hug and kiss just like this and I can't wait to go, go, go
We're gonna mashed potato to a jukebox tune
Park your car 'neath an August moon
We're on vacation till the start of the fall
V-A-C-A-T-I-O-N, we're gonna have a ball, go !  !
V-A-C-A-T-I-O-N, gonna have a ball
Verse
V-A-C-A-T-I-O-N, gonna have a ball, yeah (x2)",en,Pop,joy,0.999008358
10034,As I Lay Dying,An Ocean Between Us,2007,Nothing Left,2,"YEAH
This world was never worthy
But how can I call it unfaithful
Every promise was fulfilled
As decay crawled from it's throat
Like the dead rising from an open grave
Like the dead rising from an open grave
Lips of splendor and tongue of deceit
All dying now as our fragile wrists hold only waste
CHORUS :
Like those gasping for their last breath
We cannot hide there's nothing left
Like those gasping for their last breath
We cannot hide there's nothing left
NOTHING LEFT 2x
Nothing left
NOTHING LEFT
If all my sorrow has led me here
Then I would cry all of my tears
To have this chance again
To have this chance again
And know there's more than this
And know there's more than you
CHORUS",en,Rock,fear,0.817710578
10071,The Suicide Machines,The Suicide Machines,2000,I Never Promised You A Rose Garden,,"I beg your pardon, I never promised you a rose garden
Ran along with the sunshine, there's gotta be a little rain sometime.
When you take you gotta give so live and let live and let go oh oh oh oh
I beg your pardon I never promised you a rose garden
I could promise you things like big diamond rings
But I don't find roses growin' on stalks of clover
So you better think it over.
When it's sweet talking you could make it come true
I would give you the world right now on a silver platter
But what would it matter.
So smile for a while and let's be jolly love shouldn't be so melancholy
Come along and share the good times while we can.
I beg your pardon, I never promised you a rose garden
Ran along with the sunshine, there's gotta be a little rain sometime.
I could sing you a tune and promise you the moon
But if that's what it takes to hold you I'd just as soon let you go
But there's one thing I want you to know.
So look before you leap still waters run deep
And there won't always be someone to pull you out.
And you know what I'm talking about.
So smile for a while and let's be jolly love shouldn't be so melancholy
Come along and share the good times while we can.
I beg your pardon, I never promised you a rose garden
Ran along with the sunshine, there's gotta be a little rain sometime.
When you take you gotta give so live and let live and let go oh oh oh oh
I beg your pardon I never promised you a rose garden",en,Rock,sadness,0.995895743
10087,Chubby Checker,The Best Of Chubby Checker,1997,Let's Twist Again,0,"Come on everybody clap your hands
Oh you're looking good
I'm gonna sing my song, it won't take long
We gotta do the twist and it goes like this
Come on let's twist again like we did last summer
Yeah, let's twist again like we did last year
Do you remember when things were really humming
Yeah, let's twist again, twisting time is here
Yeah round 'n around 'n up 'n down we go again
Oh baby make me know you love me so then
Twist again like we did last summer
Come on let's twist again like we did last year
Who's that thing up there ?
Is it a bird ? (No... )
Is it a plane ? (No... )
Is it a twister ? (Yeah ! )
Twist again like we did last summer
Come on, let's twist again like we did last year
Do you remember when things were really humming
Come on let's twist again, twisting time is here
Yeah round 'n around 'n up 'n down we go again
Oh baby make me know you love me so then
Come on let's twist again like we did last summer
Oh let's twist again, like we did last year
Oh, let's twist again, twisting time is here",en,Rock,joy,0.996226072
10088,The Stone Roses,Second Coming,1995,Love Spreads,,"Love spreads her arms, waits there for the nails
I forgive you boy, I will prevail
Too much time to take, some cross to bear
I'm hiding in the trees with a picnic, she's over there
Yeah Yeah Yeah Yeah Yeah Yeah
She didn't scream, she didn't make a sound
I forgive you boy, but don't leave town
Cold black skin, naked in the rain
Hammer flash in the lightning
They're hurting her again
Chorus :
Let me put you in the picture
Let me show you what I mean
The messiah is my sister
Ain't no king man she's my queen
Let me put you in the picture
Let me show you what I mean
The messiah is my sister
Ain't no king man she's my queen * 2
I have a dream, I've seen the light
Dont put it out, say she's alright
Yeah she's my sister
She didn't scream, she didn't make a sound
I forgive you boy, but don't leave town
Cold black skin, naked in the rain
Hammer flash in the lightning
They're hurting her again
Oh Oh
Let me put you in the picture
Let me show you what I mean
The messiah is my sister
Ain't no king man she's my queen
X7
I have a dream, Ive seen the light
Don't put it out, says she's alright
Yeah she's my sister !",en,Rock,anger,0.999568284
10094,Glenn Frey,Le Flic de Beverly Hills  [BO],1985,The Heat Is On,6,"The heat is on, on the street
Inside your head, on every beat
And the beat's so loud, deep inside
The pressure's high, just to stay alive
'Cause the heat is on, woh
The heat is on, on the street
Inside your head, on every beat
And the beat's so loud, deep inside
The pressure's high, just to stay alive
'Cause the heat is on, woh
Oh-wo-ho ho, oh-wo-ho ho
Caught up in the action I've been looking out for you
Oh-wo-ho ho, oh-wo-ho ho
Tell me can you feel it
Tell me can you feel it
Tell me can you feel it
The heat is on, the heat is on, the heat is on
Oh it's on the street, the heat is on
Oh-wo-ho ho, oh-wo-ho ho
Caught up in the action I've been looking out for you
Oh-wo-ho ho, oh-wo-ho ho
Tell me can you feel it
Tell me can you feel it
Tell me can you feel it
The heat is on, the heat is on, the heat is on (burning, burning, burning)
Oh it's on the street, the heat is on
The shadows high on the darker side
Behind those doors, it's a wilder ride
You can make a break, you can win or lose
That's a chance you take, when the heat's on you
When the heat is on
Oh-wo-ho ho, oh-wo-ho ho
Caught up in the action I've been looking out for you
Oh-wo-ho ho, oh-wo-ho ho
Tell me can you feel it
Tell me can you feel it
Tell me can you feel it
The heat is on (yeah), the heat is on
The heat is on (burning, burning, burning)
It's on the street(woo hoo), the heat is on (I can feel the fire)
The heat is on (wings are burning hot)
The heat is on (baby can't you feel it), the heat is on
Yeah it's on the street
The heat is on, the heat is on",en,Pop,love,0.999646664
10104,Tesla,Mechanical Resonance,1986,Changes,,"Changes, time's makin' changes in my life
Rearrangin', can't seem to stop the hands of time
I remember, I was so young, I was much too young to see
Now I'm older, growing older, and I see things differently
Oh can't you see, it's changin' you and me
{Refrain : }
Time's makin' changes, time's makin' changes in my life
Time's rearrangin', changin' you and me
Faces, strange faces cloud my mind
Empty traces, make it hard for me to find
Somewhere in the distance, is there someone who awaits
For that moment I am taken over by the hands of fate
Can't you see, the world is changin' me
{Refrain}
Time's makin' changes, time's makin' changes in my life
Time's rearrangin', changin' you and me
Yeah yeah
Nothin' ever stays the same, it's always gonna change
I'm on my way, yeah yeah
Changes, time's makin' changes in my life
Rearrangin', always changin', can't seem to stop the hands of time
Can't you see, it's changin' everything
{Refrain}
Time's makin' changes, time's makin' changes in my life
Time's rearrangin', changin' you and me
Yeah yeah
Oh all these changes",en,Rock,fear,0.997257054
10111,Shekinah Glory Ministry,Live (Shekinah Glory Ministry),2007,Yes,12,"Will your heart and soul say, yes?
Will your Spirit still say, yes?
There is more that I require of thee;
Will your heart and soul say, yes?
Now will your heart and soul say, yes?
Will your Spirit still say, yes, yes?
If I told you what I really need,
Will your heart and soul say, yes?
(tout répéter)
(Choeur)Soul say, Yes!
(Lead's adlib)Open up your heart and
Tell the Lord: Yes!
Say: Yes, yeah yeah!
Say:
I'll obey Jesus, I won't stray Jesus
But this time I've made up in my mind, I've made up in my mind
I'll say, say say, Yes!
My soul says yes,
My mind says,
My heart says yes, yes,
Yes I will Jesus,
Yes, Yes!
I'll do what You want me to do
I'll say what You want me to say
I'll go, if You lead me,
If you lead me, if you lead me,
If you lead me,
If you lead me I'll go, yes!
Lift your hands and tell the Lord,
Come on open up your heart and say: Yes, yes, yes!!!
ALL God wants is, YES!
All God wants, all God wants,
All God wants is YES,
I won't be afraid
I'll step out on Your Word
I'll declare Your glory
Yes I will, Yes I will
I wanna do Your will Jesus,
I wanna do your will,
I wanna do your will
My soul says
Yes, yes, yes, yes!!
(Background the whole song)
Yes (repeat)
There is more that I require of thee (repeat)
My soul says:
Yes!... ",en,Inspirational,fear,0.991413713
10119,Moya Brennan,Back To Titanic,1997,"Come Josephine, In My Flying Machine",8,"(Lowe)
Is there anyone alive out there ?
Can anyone hear me ?
(Rose)
Come Josephine, In my flying machine...
And it's up she goes, up she goes...
Come Josephine, in my flying...
(Maire Brennan)
Come Josephine in my flying machine
Going up she goes
Up she goes
Balance yourself like a bird on a beam
In the air she goes
There she goes
Up, up, a little bit higher
Oh, my, the moon is on fire
Come Josephine in my flying machine
Going up
All on
Good-bye.
Oh, say, let us fly girl
(Rose)
Jack, there's a boat... Jack
(Maire Brennan)
Where dear ? To the sky girl
(Rose)
Jack... Jack... Jack
(Maire Brennan)
Oh you flying machine
(Rose)
Jack, there's a boat, Jack
(Maire Brennan)
Come please, please Josephine
(Rose)
Jack...
(Maire Brennan)
Come Josephine in my flying machine
Going up
All on
Good-bye",en,Pop,love,0.992124021
10133,Lila McCann,Something In The Air,1999,Can You Hear Me,11,"Sittin' in my room starin' at the ceilin'
Nothing I do can't shake this feelin'
What have you done to me
I never thought I would be
Sittin' in my room starin' at the ceilin'
I wish I could say that I'm doin' fine
But I can't seem to get you off my mind
[Chorus] :
Can you hear me thinking 'bout you
With all of my heart I've been trying to
Send you my love just in case it's true
You feel the same way that I do
Can you hear me thinking 'bout you
I close my eyes praying for the power
Then my heart starts beating a million miles an hour
Until the message is loud and clear
Well baby I'll be right here
Closing my eyes praying for the power
I only hope I can get it right
And find my way into your dreams tonight
[Chorus]
I toss and turn
I breathe and burn
For one kiss
I'll go on
Right or wrong
Cause I belong
Wherever he is
[Chorus]
Oh yeah
Can you hear me thinking 'bout you (x2)",en,Country,joy,0.999876499
10160,Kurtis Blow,Ego Trip,1984,Basketball,0,"[Chorus]
They're playing Basketball
We love that Basketball
They're playing Basketball
We love that Basketball
(Now rapping Basketball Number 1 Kurtis Blow)
Basketball is my favorite sport
I like the way they dribble up and down the court
Just like I'm the King on the microphone so is Dr. J and Moses Malone
I like Slam dunks take me to the hoop
My favorite play is the alley oop
I like the pick-and-roll, I like the give-and-go,
Cause it's Basketball, uh, Mister Kurtis Blow,
[Chorus]
I used to go to dinner, and then take the girl,
To see Tiny play against Earl The Pearl,
And Wilt, Big O, and Jerry West,
To play Basketball at it's very best,
Basketball has always been my thing,
I like Magic, Bird, and Bernard King,
And number 33, my man Kareem,
Is the center on my starting team,
(To the hoop, ya'll, Watch out, Watch out
In yo' face, now here comes the rest)
Clyde, Rick Barry, and Pistol Pete,
Now these players, could never be beat,
Isiah, and Iceman too,
Just give 'em the ball, and then you talk up too,
Dantley and Wilkins are on the scene,
And Ralph Sampson is really mean,
Bill Russell didn't take no junk,
And Darryl Dawkins got a monster dunk,
Tell me, were you in the joint ? ,
The night Wilt scored 100 points,
Or when Celtics won titles back-to-back,
And didn't give nobody, no kind of slack,
Or when Dr. J shook the whole damn team,
With moves that came right out of a dream,
Or when, Willis Reed stood so tall,
Playing with desire, it's Basketball,
[Chorus]",en,Rap,anger,0.996350765
10170,Modern English,After The Snow,1982,I Melt With You,0,"Moving forward using all my breath
Making love to you was never second best
I saw the world thrashing all around your face
Never really knowing it was always mesh and lace
I'll stop the world and melt with you
You've seen the difference and it's getting better all the time
There's nothing you and I won't do
I'll stop the world and melt with you
(you should know better)
Dream of better lives the kind which never hate
(you should see why)
Dropped in the state of imaginary grace
(you should know better)
I made a pilgrimage to save this humans race
(you should see why)
What I'm comprehending a race that long gone bye
(I'll stop the world) I'll stop the world and melt with you
(I'll stop the world) you've seen the difference and it's getting better all the time
(let's stop the world) there's nothing you and I won't do
(let's stop the world) I'll stop the world and melt with you
The future's open wide
Hmmm hmmm hmmm
Hmmm hmmm hmmm hmmm
Hmmm hmmm hmmm
Hmmm hmmm hmmm hmmm
I'll stop the world and melt with you (let's stop the world)
You've seen the difference and it's getting better all the time (let's stop the world)
There's nothing you and I won't do (let's stop the world)
I'll stop the world and melt with you (let's stop the world)
I'll stop the world and melt with you (let's stop the world)
I'll stop the world and melt with you (let's stop the world)",en,Rock,joy,0.999644399
10187,Shelby Lynne,Revelation Road,2011,Revelation Road,1,"Thought they had it on me
But the truth it lay upon me
Like the Mississippi River runs deeper on the coast
I don't know what happened
I was acting on my passion
Wearing latest fashions I wandered in the cold
Then it came upon me in a midnight dream
As honey offers gold
As a gambler I can't hide my debts, as a sinner, as a soul
Pardon me if I forget what I've already been told
You can't hold that against me man
I'm on revelation road
Fire and brimstone pave the way
Hold hands together everyday
Nothing left to do but pray and put your head in the sand
Sinners and the preachers at each other's throats
Which one is the bad news man
Which one clatters most
Screaming turns to salt and dust
Volume is not heard
Bible beaters rest your fists
Haters rest your ire
You're both too young to know you're mute
Unconscious to the choir
But I can't hold that against you man
We're on revelation road
Grab your little passbooks
A ticket gets you in
One Hail Mary does the trick forgived of all your sins
And when the show is over
You're where you started from
Collecting all the barbs you threw piled up to be disposed
Judgement comes and never tires
Forgotten is the code
Doing unto others is a farce, a laugh, a joke
Remember when the black veil falls
We all stand alone
Barefeet on the gravel man
We're on revelation road
Revelation, revelation...",en,Americana,sadness,0.99989295
10188,The Polyphonic Spree,Eternal Sunshine Of The Spotless Mind [BO],2004,Light And Day,4,"Light
And day
Is more than you'll say
Cause all
My Feelings
Are more
Than I can let by
Or not
More than you've got
Just follow the day
Follow the day and reach for the SUN !
You don't see me fly into the red
One more you're nuts
Just follow the seasons and find the time
Reach for the bright side
You don't see me fly into the red
One more you're done
Just follow the day
Follow the day and reach for the SUN !
Just follow the day
Follow the day and reach for the SUN !
You don't see me fly into the red
One more you're nuts
Just follow the seasons and find the time
Reach for the bright side
You don't see me fly into the red
One more you're done
Just follow the day
Follow the day and reach for the SUN !
Just follow the day
Follow the day and reach for the SUN !
Just follow the day
Follow the day and reach for the SUN !",en,Rock,joy,0.998693764
10199,Nonpoint,Development,2002,Your Signs,0,"Gotta make the list of what is best
Gotta make the fist and beat against
Have to leave an impression
Do you have a suggestion ?
I'm all out of good ideas
The ones you have always put into your ears
With all you care to share
How did i end up here ?
Your signs are pointing to nowhere
That's exactly where i won't go
Your signs are pointing to nowhere
And no one that i know
Will ask all you care to show me
Care to show me
Gotta make the list of what is best
Gotta make the fist and beat against
Have to make this perfectly clear
I'm not waiting for one million years
For us in general
You make the chemical
Situation i put us in
Unfamiliar in foreign land
Your signs are pointing to nowhere
That's exactly where i won't go
Your signs are pointed to nowhere
And no one that i know
Will ask all you care to show me
How would you like me
Where would you like me to be
And could you make me worry
Just a little more
The way you look at me confuses me
Even with you next to me
Your signs are pointed to nowhere
That's exactly where i won't go
Your signs are pointing to nowhere
And no one that i know
Will ask all that you care to show me
Your signs
Your signs (care to show me)
Your signs
Care to show me
Care to show me
I won't go",en,Metal,joy,0.412224948
10205,Alan Jackson,Greatest Hits Collection,1995,Tall Tall Trees,5,"If you wanna drive a big limousine
I'll buy the longest one you've ever seen
I'll buy you tall, tall trees
And all the waters in the seas
I'm a fool(1), fool, fool for you
If you wanna own a great big mansion
Well I'll give it my utmost attention
I'll buy you tall, tall trees
And all the waters in the seas
I'm a fool, fool, fool for you
Hey I'm a fool, over for you
(it may take a while, but I'll prove it's true)
Well if it's lovin' you want, then I've got it
If it's money you want, then I'll get it
I'll buy you tall, tall trees
And all the waters in the seas
I'm a fool, fool, fool for you
If you wanna take a trip across the ocean
I'll travel anywhere you take a notion
I'll buy you tall, tall trees
And all the waters in the seas
I'm a fool, fool, fool for you
If you want to own a great big mansion
Well I'll give it my utmost attention
I'll buy you tall, tall trees
And all the waters in the seas
I'm a fool, fool, fool for you
Hey I'm a fool, over for you
(it may take awhile, but I'll prove it's true)
Well if it's lovin' you want, then I've got it
If it's money you want, then I'll get it
I'll buy you tall, tall trees
And all the waters in the seas
I'm a fool, fool, fool for you
Yeah, I'm a fool, fool, fool for you
(1) voir traduction",en,Country,joy,0.999305129
10212,Yoko Ono,Season Of Glass,1997,No No No,10,"No !  !
Let me take my scarf off,
No, no, no, yes, yes, yes.
Don't help me, (help me)
I can do it and you know it.
Don't touch me, (touch me)
I don't like it.
Let me take my blouse off,
No, no, no, yes, yes, yes.
Don't help me, (help me)
I can do it and you know it.
Don't touch me, (touch me)
I don't like it.
You promised me, you promised me,
You promised me, you promised me.
I don't remember what you promised,
I know you didn't keep it.
Let me take my pants off,
No, no, no, yes, yes, yes.
Don't hold me, (hold me)
I don't want it.
You're thinking of rock hudson when we do it. (let's do it ! )
Let me take my ring off,
No, no, no, yes, yes, yes.
Don't do it, (do it ! )
I can't do it,
I'm seeing broken glass when we do it. (do it ! )
You promised me, you promised me,
You promised me, you promised me.
I don't remember what we promised,
But I know we didn't keep it.
You promised me, you promised me,
You promised me, you promised me.
I don't remember what we promised,
But I miss you !",en,Alternative,sadness,0.99983263
